title,news_content,url,uuid,byline,newsroom,publisher,creation_date,last_modified_date,locations,relationships,
Her er Norges mest rasfarlige veier,"Norge har en rekke rasfarlige veistrekninger. Nederst i saken har vi listet ut de ti verste riksveiene og de ti verste fylkesveiene. Og det kan bli svært dyrt å utbedre disse veiene. Ifølge beregninger NAF har gjort, vil det nemlig koste til sammen 14,2 milliarder kroner, bare å sikre de ti mest rasfarlige strekningene på riks- og fylkesveinettet. Det haster å sette i gang skredsikring av flere strekninger, sier pressesjef PERSON i NAF. Summen fordeler seg på 8,7 milliarder kroner på riksveier og 5,5 milliarder kroner på fylkesveier, ifølge oversikten. Den tar utgangspunkt i tall fra Statens vegvesens oversikt over skredpunkt som er levert inn til Samferdselsdepartementet i forbindelse med ny Nasjonal transportplan. Mange av de mest skredfarlige strekningene er i Vestland fylke, spesielt på riksveiene. Dette er veier der faren for ras er høy og hvor en hendelse kan få store konsekvenser, sier Handagard. Hvis alle skredpunkt med høy og middels faregrad skulle sikres, ville det koste totalt 95 milliarder kroner, opplyser NAF. Behovene er store også i Nordland, Troms, Finnmark og Møre og Romsdal. Skredfaktor beregnes ut fra hvor sannsynlig det er at det går ras. Man ser på hvilke konsekvenser det kan få ut fra hvor mye trafikk det er på stedet, mulighet for omkjøring og andre faktorer.  Dette er bare toppen av isfjellet. På riksveiene er det 78 steder med høy skredfaktor, og på fylkesveiene er tallet 123. I tillegg kommer en rekke steder med middels eller lav faregrad, der det fortsatt er behov for tiltak, sier PERSON. På mange utsatte strekninger er det behov for tunnel eller ny trasé for å sikre veien. I tillegg til de store investeringene som trengs på noen av de mest rasfarlige strekningene, er det mye som kan gjøres med mindre tiltak. Varsling, sikring av terrenget og andre utbedringer kan gjennomføres relativt raskt, om midlene kommer på plass, sier PERSON. Riksveier rangert etter skredfaktor: Rv 13 Kvassdalen Vestland, Rv13 Osgjelet Vestland, Rv 5 Skredvikja Vestland, E16 Vaksdal Vestland, Rv 13 Byrkjenes Vestland, Rv 15 Grasdalen Vestland, E 10 Presteneset Nordland, E10 Kvanndalen Nordland, Rv 13 Øvre Lonevatn Vestland, Rv 13 Ygningsdalshamrane Vestland, Fylkesveier rangert etter skredfaktor: Fv 5744 Navelsakerstranda Vestland, Fv 5829 Otterdalsstranda Møre og Romsdal, Fv 613 Gaularfjellet Vestland, Fv 5723 Merkingsgjølet Vestland, Fv 7594 Myrlandsfjellet Nordland, Fv 5625 Skjerdalsberget Vestland, Fv 8830 Store Lerresfjord Finnmark, Fv 5724 Heimefonna Vestland, Fv 49 Snauhaugtunnelen Vestland, Fv 49 Tokagjeltunnelen Vestland",https://www.tv2.no/broom/her-er-norges-mest-rasfarlige-veier/16253552/,placeholder,placeholder,tv2,tv2,placeholder,,"Norge, Vestland, Nordsland, Troms, Møre og Romsdal, Kvassdalen, Osgjelet, Skredvikja, Vaksdal, Byrkjenes, Grasdalen, Presteneset, Kvanndalen, Øvre Lonevatn, Ygningsdalshamrane, Navelsakerstranda , Otterdalsstranda, Gaularfjellet, Merkingsgjølet, Myrlandsfjellet, Skjerdalsberget, Store Lerresfjord, Heimefonna, Snauhaugtunnelen,  Tokagjeltunnelen, Finnmark","[{Vestland, isIn, Norge}, {Nordsland, isIn, Norge}, {Troms, isIn, Norge}, {Møre og Romsdal, isIn, Norge}, {Kvassdalen, isIn, Norge}, {Osgjelet, isIn, Norge}, {Skredvikja, isIn, Norge}, {Vaksdal, isIn, Norge}, {Byrkjenes, isIn, Norge}, {Grasdalen, isIn, Norge}, {Presteneset, isIn, Norge}, {Kvanndalen, isIn, Norge}, {Øvre Lonevatn, isIn, Norge}, {Ygningsdalshamrane, isIn, Norge}, {Navelsakerstranda, isIn, Norge}, {Otterdalsstranda, isIn, Norge}, {Gaularfjellet, isIn, Norge}, {Merkingsgjølet, isIn, Norge}, {Myrlandsfjellet, isIn, Norge}, {Skjerdalsberget, isIn, Norge}, {Store Lerresfjord, isIn, Norge}, {Heimefonna, isIn, Norge}, {Snauhaugtunnelen, isIn, Norge}, {Tokagjeltunnelen, isIn, Norge}, {Finnmark, isIn, Norge}]"
Dødsulykke i Vaksdal E16 stengt i lang tid fremover,"En personbil kolliderte med stor kraft med en tankbil i en tunnel mellom Voss og Bergen. Tankbilen fraktet etsende væske.  I tunnelen bak oss har det skjedd en alvorlig ulykke mellom en trailer og en personbil. Det er en møteulykke og det er store skader på både personbil og trailer, sier innsatsleder PERSON i Vest politidistrikt. Ulykken skjedde litt etter klokken 18, i Stavenestunnelen på E16 i Vaksdal i Vestland. Det var kun én person i hvert kjøretøy. Lastebilen var på vei til Bergen og personbilen på vei mot Voss. Det er én person som er omkommet. Lastebilsjåføren har vi fått ut av tunnelen. Han er lettere skadet og brakt til Bergen til legeundersøkelse. Avdødes pårørende er varslet, opplyser PERSON. Tankbilen lekker etsende væske. Det gjør nødetatenes redningsarbeid vanskeligere.Det er en vanskelig og uavklart situasjon der inne, med denne væsken og at det teoretisk kan begynne å brenne. Vi har etablert brannberedskap der inne, i tilfelle det skulle skje noe med disse to kjøretøyene, sier PERSON. Politiet har fått vite at det er snakk om et rensestoff som brukes i vann. Det er ikke en eksplosjonsfarlig væske. Det er i utgangspunktet ikke farlig, sier Listøl, som forklarer at den kun er skadelig hvis man får den på huden, inntar den eller hvis den begynner å brenne. Stengt i lang tid. Arbeidet på åstedet kompliseres også av at tankbilen som lekker, står kilt fast inne i tunnelen. Vi planlegger nå hvordan vi skal få stoppet lekkasjen, hvordan vi skal komme oss inn i tunnelen for å gjennomføre åstedsundersøkelser med Statens ulykkesgruppe og politiets kriminalteknikere. Tunnelen er ellers helt tømt. E16 er stengt og vil være stengt i lang tid fremover. Iallfall gjennom natten og langt utpå tirsdagen, sier PERSON. Det har vært en konstant lekkasje ut i veibanen. Denne tanken på vogntoget ligger veltet inn mot fjellveggen, i klem. Nå får vi høre at lekkasjen har avtatt noe. Krimteknikere på vei. Like før klokken 20 opplyste politiet at ulykkesgruppen samt politiets kriminalteknikere var på vei til stedet. Nødetatene planlegger nå for å få stengt lekkasjen, av det som blir betegnet som en svakt etsende væske som er ufarlig, opplyser politiet. Vegtrafikksentralen vest opplyser at omkjøring er via Hardanger Fylkesvei 49 og Fylkesvei 79.",https://www.tv2.no/nyheter/dodsulykke-i-vaksdal-e16-stengt-i-lang-tid-fremover/16235335/,placeholder,placeholder,tv2,tv2,placeholder,,"Voss, Bergen, Stavenestunnelen, Vaksdal, Vestland, Hardanger",[{}]
Hyttefelt rammet av stort ras,"Flere store ras har gått i Vestland mandag. E16 er stengt i Nærøydalen, mens på Voss er flere hytter truffet av ras. Flere hytter er truffet av jord- og steinmasser ved Voss Resort på Tråstølen. En video TV 2 har fått tilsendt, viser hvordan massene har tatt seg ned gjennom hyttefeltet og hvordan det går tett inntil flere hytter. Til TV 2 sier operasjonsleder PERSON i politiet at de har gjort seg ferdige på stedet og at det ikke er meldt om noen skader på personer eller bygninger. Det er mye vann i området og har trukket med seg jord og stein. Veien oppe i hytteområdet er ødelagt enkelte steder. Videre sier han at de har vært i dialog med Voss Resort, som har gravd nye grøfter for å lede vannet andre steder. Politet har også vært i kontakt med beredskapsavdelingen i kommunen. Det er foretatt noen vurderinger, men ingen er bedt om å forlate hyttene. Flere ras over E16. På E16s strekning mellom Voss og Lærdal er veien er stengt flere steder som følge av steinras og styrtregn. Blant annet holdes Gudvangatunnelen i Aurland og Sivletunnelen i Voss stengt inntil videre på grunn av rasene. Til TV 2 bekrefter brannvesenet i Vest at to hus er evakuert i Nærøydalen. Her har også brannvesenet hatt en drone i lufta, men ikke oppdaget at noe eller noen er tatt av raset. Operasjonsleder PERSON sier til TV 2 at de har patruljer på stedet ved 19.40-tiden, og at de har undersøkt raset så godt det lar seg gjøre før opprydningsarbeidet starter. Vi kan ikke helt med sikkerhet si at det befinner seg noe i raset, men vi har ingen indikasjoner på at det skal være tilfellet. Noen arbeidere i området har også ifølge polititet tatt inn på hotell i Gudvangen. Ifølge brannvesenet er det ved 18-tiden ikke mulig å si hvor lenge veien vil være sperret.  Det er et svært ras, og det vil trolig ta lang tid å åpne opp igjen, sier vaktkommandør i brannvesenet til TV 2. Stengt flere steder. ølge brannvesenet er raset rundt tre meter høyt på det høyeste. Mens til VG sier politiet at raset skal være fem meter høyt på det høyeste. Det var ved 16.40-tiden at brannvesenet meldte om at de hatt fått meldinger om flere ras over veien her. Det er stort ras som sperrer hele veien. Det er alt vi vet, men nødetatene er på vei. Gudvangatunnelen og Sivletunnelen holdes stengt til vi får oversikt, sa trafikkoperatør PERSON i Statens vegvesen da til Bergensavisen. Ifølge NRK er også Stalheimtunnelen i Voss stengt etter steinraset i Nærøydalen. Farevarsel. Flere steder på Vestlandet er mandag rammet av store nedbørsmengder. Det er sendt ut gult farevarsel (nivå to av fire) for store deler av landsdelen. Fra Nordfjord i Stad i nord til Mandal i sør er det gult farevarsel for styrtregn, ifølge Varsom. Verst vil det trolig være fra Sauda i sør til litt nord for Bergen. Nettstedet skriver at det er fare for overvann i tettbygde områder, lokale oversvømmelser, bekke- og elveløpsendringer, jord- og flomskred der regnbygene treffer. De advarer også om at det er fare for stengte veier og/eller overvann ved bekke- og elveløp samt lokalt vanskelige kjøreforhold grunnet overvann og fare for vannplaning. Turister skal være innesperret. Politiet sier at de har hatt flere hendelser knyttet til været mandag. Men det har roet seg nå de siste par timene, sier operasjonsleder PERSON ved 19.40-tiden. Det siste er at det har gått nok et ras nede ved fergekaien i Gudvangen, men ingen skader der heller. Det er mulig at noen turister er innesperret der. Det er rekvirert en båt for å få dem ut på rett side av raset, sier operasjonslederen. Bil truffet av stein. Avisa Hordaland melder at en bil på fylkesvei 79 i Granvin i Voss ble truffet av steinsprang. En kvinne som var passasjer i bilen, ble truffet av steinen etter at den gikk gjennom frontruten, opplyser politiet. Kvinnen, som var en fransk turist, er sendt til sykehus på Voss, ifølge avisen. Skadeomfanget er ukjent, men kvinnen skal ha være bevisst da hun ble ivaretatt av helsepersonell på stedet.",https://www.tv2.no/nyheter/hyttefelt-rammet-av-stort-ras/16036269/,placeholder,placeholder,tv2,tv2,placeholder,,"Nærøydalen, Voss, Tråstølen, Aurland, Gudvangen, Sivletunnelen, Stalheimtunnelen, Nordfjord, Stad, Mandal, Sauda, Bergen, Granvin, Hordaland","[{Tråstølen. isIn, Voss}, {Voss, isNearby, Lærdalen}, {Gudvangtunnelen, isIn, Aurland}, {Sivletunnelen, isIn, Voss}, {Stalheimtunnelen, isIn, Voss}, {Nærøydalen, isIn, Voss}, {Nordfjord, isIn, Stad}, {Sauda, isNearby, Bergen}]"
Politiet: \u2013 Full stenging er eit sv\u00e6rt d\u00e5rleg alternativ,"Det seier politisjef i Sogn og Fjordane, Arne Johannessen. Politiet har no kome med sin uttale til den planlagde oppgraderinga av Lærdalstunnelen, som vil bety full eller delvis stenging. Johannessen og politiet er krystallklare på at dette har følgjer for vaktsystema,  beredskapen og kostnadene ved dette. Full stenging er veldig krevjande for oss, og ut ifrå eit beredskapsmessig perspektiv er dette eit svært dårleg alternativ. Me har også problematisert det andre alternativet med delvis stenging, og meiner det må inn kompenserande tiltak, seier PERSON.",https://www.sognavis.no/5-115-935241,amedia-a1f3ddb7acb716d189d582c165bdd4cd,d21b0afa846068c9712c63a35460cfbe,sognavis,amedia,2023-02-01T19:15:45.000+0100,,"Lærdalstunnelen, Lærdal, Sogn og Fjordane","[{Lærdalstunnelen. isIn, Sogn_og_Fjordane}]"
Jan Davidsen fra Fana fortsetter som leder for Pensjonistforbundet.,"Davidsen ble gjenvalgt med stående applaus på Pensjonistforbundets landsmøte onsdag. Jeg takker for tilliten og er ydmyk, sa han. Dermed går PERSON løs på sin tredje periode som forbundsleder i landets desidert største organisasjon for alderspensjonister og uføre. I tillegg til PERSON består Pensjonistforbundets nye sentralstyre frem til 2026 av; 1. nestleder: PERSON (Sogn og Fjordane) 2. nestleder: PERSON (Agder) Styremedlem: PERSON (Akershus) Styremedlem: PERSON (Troms) Styremedlem: PERSON (Oppland) Styremedlem: PERSON (Trøndelag) 1. varamedlem: PERSON, Oslo 2. varamedlem: PERSON, PERSON 3. varamedlem: PERSON, Nordland 4. varamedlem: PERSON, Vestfold I tillegg har Fagforbundet to medlemmer i sentralstyret PERSON og PERSON.",https://www.fanaposten.no/5-153-10422,amedia-00bd83796485dbbc72037b4eab13e724,783219a7ea75d91236f00e8ece0f9d27,fanaposten,amedia,2023-06-01T10:30:00.000+0200,,"Sogn og Fjordane, Agder, Akershus, Troms, Oppland, Trøndelag, Oslo, Nordland, Vestfold",[{}]
F\u00f8rste tertial i \u00e5r hadde Aurland kommune eit sjukefr\u00e5v\u00e6r p\u00e5 8 prosent.," Det er trongt nok om parkeringane her, og det vert eit miljøproblem. Det seier Reidar Oppedal om dei mange avregistrerte bilane og bilvraka som står rundt om. Han trur mange eigarar ikkje veit kva dei skal gjere med vraka sine, og difor vert det rett og slett ikkje gjort nokon ting. Mange vrak i sentrum. Tidleg i mai publiserte han på Facebook at han og Thord Paulsen i Esso Odda hentar slike bilar mot vrakpanten i betaling. Allereie har mange respondert. Berre førre helg henta dei tre bilar. Det er både tidkrevjande og kostbart for privatpersonar å ordne opp med vraka sine. Det ser heller ikkje vakkert ut når dei står rundt om, seier Reidar. Hardanger Folkeblad tek ein liten raggetur saman med Reidar i Odda. På rundt ti minutt kjem me over bortimot 20 vrak. Smelteverkstomta er særleg populær. At det allereie står fleire vrak på ein stad, trur Reidar gjer terskelen for å plassere fleire der, lågare. Reidar fortel at fleire av bilane har stått i årevis. Han har tydeleg god oversikt, og kjenner til stadene dei samlar seg opp, og kva bilar som har stått lengst. Fleire av vraka har fått ein kvit lappe i frontruta. På den er tittelen «Varsel til eigar av køyretøy». Avsendar: politiet.",https://www.sognavis.no/5-115-989035,amedia-0af1b771ee872a27c7d862b95d53f95c,8ceb0667e3898f1a426d85ecad314b7c,sognavis,amedia,2023-06-01T05:00:00.000+0200,,"Aurland, Odda",[{}]
"Det st\u00e5r mange avregistrerte bilar rundt om i Ullensvang, b\u00e5de p\u00e5 privat og offentleg grunn. Det vil PERSON gjere noko med.",,https://www.hardanger-folkeblad.no/5-22-517581,amedia-0c58fe8a7a9b5aa8da50a9004d6b4a94,935d813000a77935ca1a2c3d074216a6,hardanger-folkeblad,amedia,2023-06-01T05:13:00.000+0200,,"Odda, Smelteverkstomta",[{}]
I debatten omkring dei ulike alternativa for ferjefri kryssing av Todalsfjorden er det ikkje alle som er like begeistra for iveren etter \u00e5 bli kvitt ferjedrifta.,"Ferjesamband blir gjerne sett som ein flaskehals i transportsystemet gjennom auka transporttid grunna venting, ulempar knytt til sambandenes opningstid og at brukarane må tilpasse seg rutetabellen. Likevel, elektriske ferjer har, saman med enklare billettering og andre effektiviseringstiltak, gjort at ferjetilbodet i dag er meir miljøvenleg og konkurransedyktig med faste vegforbindelsar enn tidlegare. Møyfrid Torvik Røkkum er ein av dei mange som har arbeidsplassen sin på Kvanne-Rykkjem-ferja «Stangvikfjord», og som gjer seg tankar omkring den pågåande debatten om kva for konsept det skal jobbast vidare med for at folk i framtida skal kunne krysse fjorden utan ferje. Ho ser gjerne at det blir vidare ferjedrift i staden for tunnel og/eller bru. Laurdag morgon, pinseaften, posta ho eit innlegg på Facebook, der ho deler nokre av tankane sine.",https://www.tk.no/5-51-1365012,amedia-2d6e1632cc9b04a7ec52c1c2e9ed10bc,b99d8b2063ecb980d12db9e9f79c0239,tk,amedia,2023-06-01T16:15:17.000+0200,,Stangvikfjord,[{}]
Dragking Annie \u00abMaple Thorpe\u00bb S\u00f8rvig skulle opptre under barnefestival i Nyg\u00e5rdsparken.,"Ett år etter en terrorhandling mot det skeive miljøet må vi fortsatt bøye av for folk som er helt jævlige mot oss. Det er utrolig skuffende, sier Annie Sørvig. Hun er del av Drag-gruppen Haus of Friele, som skulle ha show på den planlagte barnefestivalen under Pride. Torsdag ble det avlyst etter å ha mottatt trusler om vold. Vi har holdt et øye med kommentarfelt, der det blant annet har blitt postet bilder av medlemmer fra Haus of Friele og stilt spørsmål ved om dette er noe man kan utsette barn for. Jeg har sett litt trusler, men det var mye som ble sendt til Redd Barna og ikke skrevet offentlig, sier Sørvig. Hadde planlagt barneshow Hun forteller at drag-gruppen hadde planlagt et show som skulle passe for barn, med blant annet et Disney-nummer og et Kaptein Sabeltann-nummer.Vi skulle ikke kjøre vanlig dragshow foran barn, men hadde planlagt miming, dansing og å snakke litt med barna og svare på deres spørsmål, sier Sørvig. Showet har vært planlagt i et par måneder. Sørvig forteller at de aldri har vært ute for avlysninger på grunn av kritikk eller trusler før. Det er første gang noe sånt har skjedd, og selv ikke etter terroren i Oslo ble ting avlyst på denne måten. Det er utrolig skuffende at voksne mennesker på internett truer et barnearrangement med vold, sier dragartisten. Hun vil ikke kritisere Redd barna for å ha avlyst. Kommer til å henge over feiringen Som skeiv person tenker jeg også at vi lar dem vinne når vi kansellerer. Vi vil alltid stå på og vise at vi ikke lar oss knekke av trusler. Men vi kan ikke risikere at barn blir skadet eller får en dårlig opplevelse på grunn av voksne som kommer inn og utagerer, sier Sørvig, som beskriver situasjonen som veldig sensitiv. Fredag begynner Regnbuedagene i Bergen. Haus of Friele skal ha forestilling neste fredag, og delta med show i paraden 10. juni. Jeg gleder meg veldig til Pride, men dette har vært en stor skuffelse. Avlysningen kommer til å henge over feiringen, at det blir store nyheter om noe slikt året etter den forferdelige hendelsen i Oslo.",https://www.ba.no/5-8-2271742,amedia-2db698cf4c1a4f758ca2426267022b57,2c8ef05c2aa1e64ccf7a78a4593ee8ee,ba,amedia,2023-06-01T11:07:58.000+0200,,"Oslo, Bergen",[{}]
For 12. \u00e5r p\u00e5 rad inviteres det til stort marked i Fana kulturpark l\u00f8rdag 3. juni.,"Vi har allerede over 20 påmeldte utstillere, og erfaringsmessig kommer det flere til i siste liten. Så i år blir det mye å se på og gode muligheter for å kjøpe ting. Plassene er gratis, og vi kan benytte hele parken. Så om du har noe du vil selge, er det bare å ta med det du trenger til en stand, finne deg en plass og bli med, sier Kari Andrine Frønsdal. Hun er en av initiativtakerne til markedet som i år arrangeres for 12. år på rad. Utstillerne har med seg alt fra bilder, brukskunst, mat og smykker. Her blir det litt for enhver smak. Vi har i tillegg bestilt fint vær, om bestillingen går inn så blir dette en flott dag, sier Frønsdal. Midtun Pavillion Orkester står for underholdningen. Men Kari Andrine Frønsdal oppfordrer publikum til å ta med seg og arrangere leker til glede for både store og små. Vi har tidligere hatt suksess med at folk har med seg leker hvor alle som har lyst kan få delta. Målet vårt er at dette skal bli en koselig familiedag med både marked og underholdning. Hva er drivkraften bak det å arrangere dette markedet uten å tjene en krone på det? Betalingen er å se at folk blir glade når alle er med på å skape trivelig aktivitet og et møtested i den nydelige parken vi har. Nå vil rododendronen stå i full blomst, så det blir virkelig fint her med flott vær, sier hun. Det er godt med parkeringsplasser både ved kulturparken og ved Fana kirke. Markedsdagen varer fra klokken 12 til 16 lørdag 3. juni. I tillegg til Kari Andrine Frønsdal, består arrangementskomiteen av Anne Beate Wilson, Ellen Kirkelid og Atle Skjerlie."" ​",https://www.fanaposten.no/5-153-9157,amedia-3a92f846d6ec864bd0802be2532ae0ed,783219a7ea75d91236f00e8ece0f9d27,fanaposten,amedia,2023-06-01T19:00:00.000+0200,,Fana,[{}]
Student Gloria Borsboom (22) satt intetanende i Nyg\u00e5rdsparken og spiste lunsj da hun s\u00e5 jegeren med gev\u00e6ret. Like etterp\u00e5 smalt det.,"Biologistudenten visste ikke at det halve torsdag formiddag har foregått en intens hjortejakt i Bergen sentrum. Siden tidlig morgen strømmet meldingene inn til politiet om et vilt dyr på bytur. I 1130-tiden fikk BA tips om at hjorten befant seg i Nygårdsparken, og rykket raskt ut. Fryktet trafikkfare Og der, under et stort tre, lå en unghjort og hvilte seg. Da var det allerede bestemt at hjorten skulle avlives. En representant fra Viltnemda var på vei med gevær. Man fryktet at hjorten skulle flykte ut på en av de tett trafikkerte veiene ved parken og skape farlige situasjoner.",https://www.ba.no/5-8-2271896,amedia-a9bc7f1c3b2ac6b8f87fc9ee0b337834,1643382099123edc547f127bfde0de6e,ba,amedia,2023-06-01T12:29:09.000+0200,,"Bergen, Nygårdsparken",[{}]
